Date,Open,Close,High,Low,Volume
2019-11-05 09:30:00,3080.8,3080.49,3081.47,3080.3,2209795
2019-11-05 09:31:00,3080.33,3079.36,3080.33,3079.15,1739410
2019-11-05 09:32:00,3079.43,3079.68,3080.46,3079.43,896995
2019-11-05 09:33:00,3079.73,3079.15,3080.22,3079.12,479401
2019-11-05 09:34:00,3079.2,3079.62,3080.03,3079.07,2528485
2019-11-05 09:35:00,3079.45,3079.89,3080.62,3079.45,1739864
2019-11-05 09:36:00,3079.75,3078.45,3079.75,3078.45,797347
2019-11-05 09:37:00,3078.5,3078.17,3078.58,3078.05,1716003
2019-11-05 09:38:00,3078.24,3077.77,3078.38,3077.66,2667091
2019-11-05 09:39:00,3077.74,3077.97,3078.36,3077.74,1452630
2019-11-05 09:40:00,3077.95,3078.57,3078.64,3077.84,1375690
2019-11-05 09:41:00,3078.61,3078.66,3078.76,3078.31,875781
2019-11-05 09:42:00,3078.63,3078.68,3078.92,3078.31,863062
2019-11-05 09:43:00,3078.71,3078.59,3078.99,3078.54,477106
2019-11-05 09:44:00,3078.6,3079.07,3079.07,3078.46,37964
2019-11-05 09:45:00,3079.06,3077.8,3079.21,3077.78,1477182
2019-11-05 09:46:00,3077.94,3078.13,3078.35,3077.86,1596750
2019-11-05 09:47:00,3078.12,3077.79,3078.34,3077.59,1697387
2019-11-05 09:48:00,3077.8,3078.32,3078.63,3077.8,1932203
2019-11-05 09:49:00,3078.28,3079.07,3079.1,3078.22,1015808
2019-11-05 09:50:00,3079.02,3079.41,3079.41,3078.68,2830362
2019-11-05 09:51:00,3079.44,3079.26,3079.65,3079.18,1468451
2019-11-05 09:52:00,3079.21,3078.68,3079.3,3078.68,2197513
2019-11-05 09:53:00,3078.62,3078.89,3078.98,3078.35,1035216
2019-11-05 09:54:00,3078.91,3079.18,3079.26,3078.91,1867127
2019-11-05 09:55:00,3079.23,3079.56,3079.56,3079.12,524808
2019-11-05 09:56:00,3079.59,3079.52,3080.05,3079.46,2164686
2019-11-05 09:57:00,3079.53,3079.18,3079.65,3079.1,2080194
2019-11-05 09:58:00,3079.2,3079.03,3079.3,3078.91,2358580
2019-11-05 09:59:00,3079.01,3078.53,3079.05,3078.4,2040514
2019-11-05 10:00:00,3080.94,3082.2,3082.24,3080.12,1888876
2019-11-05 10:01:00,3082.26,3083.89,3083.9,3082.09,948315
2019-11-05 10:02:00,3083.89,3083.15,3083.89,3082.81,1231863
2019-11-05 10:03:00,3083.17,3083.0,3083.95,3083.0,1711146
2019-11-05 10:04:00,3082.95,3082.3,3082.97,3082.28,2088200
2019-11-05 10:05:00,3082.36,3081.43,3082.4,3081.35,1801948
2019-11-05 10:06:00,3081.42,3080.72,3081.42,3080.49,1116965
2019-11-05 10:07:00,3080.77,3079.75,3080.9,3079.75,1504587
2019-11-05 10:08:00,3079.43,3079.14,3079.68,3079.14,2836773
2019-11-05 10:09:00,3078.97,3077.55,3078.97,3076.71,787001
2019-11-05 10:10:00,3077.48,3076.66,3077.51,3076.39,1331144
2019-11-05 10:11:00,3076.63,3074.37,3076.89,3074.33,858858
2019-11-05 10:12:00,3074.41,3073.61,3074.5,3073.49,1038968
2019-11-05 10:13:00,3073.77,3075.44,3075.44,3073.77,1324369
2019-11-05 10:14:00,3075.41,3075.57,3075.83,3075.27,2928546
2019-11-05 10:15:00,3075.53,3074.18,3075.54,3074.06,1259581
2019-11-05 10:16:00,3074.24,3074.23,3074.62,3074.2,581211
2019-11-05 10:17:00,3074.17,3075.69,3075.69,3074.07,2916904
2019-11-05 10:18:00,3075.7,3076.06,3076.58,3075.69,1842409
2019-11-05 10:19:00,3076.0,3075.84,3076.11,3075.54,161189
2019-11-05 10:20:00,3075.85,3076.31,3076.31,3075.67,1804639
2019-11-05 10:21:00,3076.38,3077.1,3077.23,3076.38,908167
2019-11-05 10:22:00,3077.1,3076.38,3077.1,3076.38,1704200
2019-11-05 10:23:00,3076.38,3075.43,3076.39,3075.11,1377566
2019-11-05 10:24:00,3075.41,3075.6,3075.66,3075.23,1060351
2019-11-05 10:25:00,3075.58,3075.16,3075.58,3075.13,1361276
2019-11-05 10:26:00,3075.16,3074.9,3075.16,3074.86,2291995
2019-11-05 10:27:00,3074.9,3074.89,3075.51,3074.89,1667440
2019-11-05 10:28:00,3074.86,3073.87,3074.93,3073.85,1974173
2019-11-05 10:29:00,3073.81,3074.05,3074.5,3073.45,1128942
2019-11-05 10:30:00,3074.1,3075.06,3075.07,3073.91,1602456
2019-11-05 10:31:00,3075.12,3074.43,3075.4,3074.43,1402043
2019-11-05 10:32:00,3074.32,3074.69,3074.69,3073.75,1527104
2019-11-05 10:33:00,3074.78,3074.75,3074.93,3074.22,2345793
2019-11-05 10:34:00,3074.68,3074.48,3075.1,3074.44,2504058
2019-11-05 10:35:00,3074.44,3075.32,3075.47,3074.43,1511957
2019-11-05 10:36:00,3075.37,3076.13,3076.26,3075.37,581063
2019-11-05 10:37:00,3076.17,3075.92,3076.21,3075.43,2401456
2019-11-05 10:38:00,3075.88,3075.12,3075.88,3074.76,1581606
2019-11-05 10:39:00,3075.08,3074.93,3075.18,3074.63,1698825
2019-11-05 10:40:00,3074.91,3075.35,3075.43,3074.47,2011155
2019-11-05 10:41:00,3075.38,3074.71,3075.75,3074.56,2226870
2019-11-05 10:42:00,3074.7,3073.94,3074.7,3073.69,2425616
2019-11-05 10:43:00,3073.97,3073.97,3074.03,3073.35,2391832
2019-11-05 10:44:00,3073.96,3072.91,3074.2,3072.81,1949992
2019-11-05 10:45:00,3073.1,3072.39,3073.51,3072.39,1691758
2019-11-05 10:46:00,3072.39,3072.43,3072.8,3072.27,1169243
2019-11-05 10:47:00,3072.42,3072.44,3072.7,3072.27,1178115
2019-11-05 10:48:00,3072.55,3073.47,3073.47,3072.15,1789521
2019-11-05 10:49:00,3073.45,3072.81,3073.46,3072.71,1708542
2019-11-05 10:50:00,3072.84,3074.39,3074.39,3072.67,1699365
2019-11-05 10:51:00,3074.36,3073.53,3074.49,3073.5,2415794
2019-11-05 10:52:00,3073.48,3073.67,3073.67,3073.1,1620109
2019-11-05 10:53:00,3073.67,3072.59,3073.69,3072.57,2222926
2019-11-05 10:54:00,3072.65,3073.05,3073.05,3072.5,966934
2019-11-05 10:55:00,3073.27,3073.73,3073.74,3073.11,544450
2019-11-05 10:56:00,3073.7,3073.88,3074.01,3073.66,551450
2019-11-05 10:57:00,3073.88,3074.47,3074.7,3073.88,1596361
2019-11-05 10:58:00,3074.44,3074.17,3074.47,3073.9,744065
2019-11-05 10:59:00,3074.17,3074.02,3074.52,3074.0,953252
2019-11-05 11:00:00,3074.77,3074.74,3075.12,3074.44,1314885
2019-11-05 11:01:00,3074.77,3075.03,3075.31,3074.74,1008808
2019-11-05 11:02:00,3074.93,3075.14,3075.14,3074.5,2595294
2019-11-05 11:03:00,3075.11,3075.17,3075.35,3074.79,629273
2019-11-05 11:04:00,3075.21,3075.24,3075.94,3075.13,1145928
2019-11-05 11:05:00,3075.27,3075.19,3075.3,3074.88,1393851
2019-11-05 11:06:00,3075.18,3075.63,3075.76,3075.14,1382624
2019-11-05 11:07:00,3075.84,3076.56,3076.73,3075.77,1717544
2019-11-05 11:08:00,3076.47,3076.42,3076.7,3076.36,899613
2019-11-05 11:09:00,3076.4,3076.2,3076.5,3075.99,450485
2019-11-05 11:10:00,3076.24,3076.59,3076.7,3076.23,1261828
2019-11-05 11:11:00,3076.58,3076.52,3076.61,3076.28,1685606
2019-11-05 11:12:00,3076.53,3076.6,3076.77,3076.34,2435539
2019-11-05 11:13:00,3076.62,3076.31,3076.73,3076.26,1668495
2019-11-05 11:14:00,3076.33,3076.37,3076.43,3076.23,260191
2019-11-05 11:15:00,3076.44,3077.55,3077.95,3076.44,1229451
2019-11-05 11:16:00,3077.44,3077.66,3077.74,3077.36,2275192
2019-11-05 11:17:00,3077.65,3077.52,3077.82,3077.52,2014935
2019-11-05 11:18:00,3077.51,3077.62,3077.81,3077.45,596776
2019-11-05 11:19:00,3077.64,3077.09,3077.68,3077.09,2058106
2019-11-05 11:20:00,3077.08,3076.84,3077.37,3076.84,1230339
2019-11-05 11:21:00,3076.78,3076.15,3076.78,3076.15,1459219
2019-11-05 11:22:00,3076.14,3075.92,3076.15,3075.77,2793843
2019-11-05 11:23:00,3076.02,3075.86,3076.14,3075.61,1263359
2019-11-05 11:24:00,3075.85,3075.71,3075.87,3075.37,188916
2019-11-05 11:25:00,3075.73,3076.56,3076.68,3075.73,1714137
2019-11-05 11:26:00,3076.54,3075.73,3076.68,3075.73,1565774
2019-11-05 11:27:00,3075.74,3075.38,3075.99,3075.38,1246991
2019-11-05 11:28:00,3075.36,3075.43,3075.53,3075.27,2004790
2019-11-05 11:29:00,3075.38,3076.04,3076.06,3075.35,1419931
2019-11-05 11:30:00,3076.03,3075.77,3076.21,3075.64,2554548
2019-11-05 11:31:00,3075.68,3075.84,3075.84,3075.51,246571
2019-11-05 11:32:00,3075.9,3076.04,3076.07,3075.65,1818489
2019-11-05 11:33:00,3076.04,3076.27,3076.37,3075.86,2099984
2019-11-05 11:34:00,3076.23,3076.24,3076.29,3075.89,1540980
2019-11-05 11:35:00,3076.36,3077.11,3077.25,3076.17,2711365
2019-11-05 11:36:00,3077.05,3076.85,3077.05,3076.64,2060954
2019-11-05 11:37:00,3076.85,3076.52,3076.85,3076.52,749644
2019-11-05 11:38:00,3076.53,3075.73,3076.54,3075.73,791533
2019-11-05 11:39:00,3075.72,3075.33,3075.72,3075.22,1875232
2019-11-05 11:40:00,3075.28,3075.03,3075.32,3075.0,1830648
2019-11-05 11:41:00,3074.97,3075.12,3075.15,3074.84,1482209
2019-11-05 11:42:00,3075.15,3074.62,3075.35,3074.6,2060906
2019-11-05 11:43:00,3074.62,3074.48,3074.8,3074.47,718929
2019-11-05 11:44:00,3074.47,3074.96,3075.04,3074.47,1468873
2019-11-05 11:45:00,3074.97,3075.26,3075.26,3074.84,1462850
2019-11-05 11:46:00,3075.27,3074.8,3075.34,3074.8,2278966
2019-11-05 11:47:00,3074.76,3073.99,3074.76,3073.97,1369376
2019-11-05 11:48:00,3074.01,3073.85,3074.01,3073.8,2236488
2019-11-05 11:49:00,3073.86,3073.62,3073.9,3073.62,1614592
2019-11-05 11:50:00,3073.65,3073.62,3073.67,3073.4,2375167
2019-11-05 11:51:00,3073.63,3074.07,3074.07,3073.5,653708
2019-11-05 11:52:00,3074.07,3074.13,3074.29,3073.78,434499
2019-11-05 11:53:00,3074.2,3074.61,3074.73,3074.2,1122832
2019-11-05 11:54:00,3074.63,3074.23,3074.71,3074.1,1495690
2019-11-05 11:55:00,3074.26,3074.7,3074.77,3074.08,1449151
2019-11-05 11:56:00,3074.69,3075.03,3075.06,3074.67,1019331
2019-11-05 11:57:00,3075.11,3075.08,3075.42,3074.9,1195546
2019-11-05 11:58:00,3075.12,3075.08,3075.37,3075.08,1393259
2019-11-05 11:59:00,3075.1,3075.04,3075.37,3074.96,1227945
2019-11-05 12:00:00,3075.03,3075.32,3075.38,3074.64,682373
2019-11-05 12:01:00,3075.31,3075.45,3075.73,3075.19,1495913
2019-11-05 12:02:00,3075.45,3075.58,3075.59,3075.27,1412657
2019-11-05 12:03:00,3075.58,3075.72,3075.72,3075.33,1440740
2019-11-05 12:04:00,3075.74,3075.89,3076.17,3075.72,1730859
2019-11-05 12:05:00,3075.88,3076.41,3076.55,3075.88,1175704
2019-11-05 12:06:00,3076.4,3075.58,3076.4,3075.58,1669332
2019-11-05 12:07:00,3075.54,3075.17,3075.59,3075.17,1746889
2019-11-05 12:08:00,3075.15,3075.85,3075.85,3075.14,1351816
2019-11-05 12:09:00,3075.85,3075.85,3075.97,3075.73,1329737
2019-11-05 12:10:00,3075.89,3075.42,3076.03,3075.41,1499741
2019-11-05 12:11:00,3075.42,3074.85,3075.42,3074.82,1733082
2019-11-05 12:12:00,3074.87,3074.62,3075.1,3074.46,2417188
2019-11-05 12:13:00,3074.63,3074.4,3074.69,3074.32,1817195
2019-11-05 12:14:00,3074.37,3074.31,3074.45,3074.21,1033410
2019-11-05 12:15:00,3074.33,3073.91,3074.34,3073.9,2485802
2019-11-05 12:16:00,3073.88,3073.95,3073.99,3073.81,1877920
2019-11-05 12:17:00,3073.96,3074.45,3074.45,3073.94,1072418
2019-11-05 12:18:00,3074.42,3074.12,3074.42,3074.02,1688279
2019-11-05 12:19:00,3074.1,3073.72,3074.15,3073.71,1032466
2019-11-05 12:20:00,3073.92,3074.58,3074.68,3073.89,200382
2019-11-05 12:21:00,3074.54,3074.24,3074.55,3074.22,1305236
2019-11-05 12:22:00,3074.24,3073.61,3074.24,3073.57,1905292
2019-11-05 12:23:00,3073.61,3073.23,3073.66,3073.16,1266343
2019-11-05 12:24:00,3073.21,3072.78,3073.21,3072.72,932261
2019-11-05 12:25:00,3072.77,3072.64,3072.84,3072.42,904734
2019-11-05 12:26:00,3072.64,3072.51,3072.73,3072.47,923201
2019-11-05 12:27:00,3072.53,3073.27,3073.33,3072.53,1386907
2019-11-05 12:28:00,3073.28,3073.36,3073.41,3073.19,960563
2019-11-05 12:29:00,3073.36,3073.14,3073.4,3073.08,2530367
2019-11-05 12:30:00,3073.1,3073.06,3073.1,3072.83,2110299
2019-11-05 12:31:00,3072.98,3072.91,3072.98,3072.63,1362206
2019-11-05 12:32:00,3072.91,3072.63,3072.93,3072.4,1815704
2019-11-05 12:33:00,3072.66,3072.55,3072.74,3072.38,1577217
2019-11-05 12:34:00,3072.56,3072.58,3072.61,3072.38,223266
2019-11-05 12:35:00,3072.62,3073.29,3073.32,3072.62,2598620
2019-11-05 12:36:00,3073.29,3073.21,3073.29,3073.06,1745278
2019-11-05 12:37:00,3073.24,3073.34,3073.41,3073.24,672606
2019-11-05 12:38:00,3073.35,3073.99,3073.99,3073.35,2021430
2019-11-05 12:39:00,3074.01,3073.95,3074.09,3073.8,1875477
2019-11-05 12:40:00,3073.95,3074.04,3074.09,3073.83,601102
2019-11-05 12:41:00,3074.03,3074.2,3074.36,3074.03,832424
2019-11-05 12:42:00,3074.25,3074.96,3074.96,3074.25,2709602
2019-11-05 12:43:00,3075.08,3075.9,3075.99,3075.08,2490823
2019-11-05 12:44:00,3075.92,3075.93,3076.04,3075.87,2188010
2019-11-05 12:45:00,3075.94,3076.13,3076.23,3075.91,1511964
2019-11-05 12:46:00,3076.15,3076.62,3076.82,3076.14,1736933
2019-11-05 12:47:00,3076.62,3076.02,3076.62,3075.97,617887
2019-11-05 12:48:00,3076.03,3076.1,3076.1,3075.83,2076999
2019-11-05 12:49:00,3076.11,3076.03,3076.27,3075.99,2719606
2019-11-05 12:50:00,3076.01,3076.1,3076.18,3075.93,1845382
2019-11-05 12:51:00,3076.09,3076.56,3076.56,3076.0,648670
2019-11-05 12:52:00,3076.56,3076.91,3077.04,3076.52,1521506
2019-11-05 12:53:00,3076.92,3076.79,3076.97,3076.66,1962542
2019-11-05 12:54:00,3076.82,3076.86,3076.86,3076.68,1675114
2019-11-05 12:55:00,3076.86,3077.42,3077.42,3076.86,1119803
2019-11-05 12:56:00,3077.43,3077.37,3077.53,3077.35,1464299
2019-11-05 12:57:00,3077.36,3077.54,3077.54,3077.06,981537
2019-11-05 12:58:00,3077.55,3077.46,3077.58,3077.3,1707031
2019-11-05 12:59:00,3077.48,3077.81,3077.83,3077.48,1814909
2019-11-05 13:00:00,3077.77,3077.68,3077.77,3077.59,1851993
2019-11-05 13:01:00,3077.68,3077.39,3077.7,3077.39,2191561
2019-11-05 13:02:00,3077.39,3077.21,3077.39,3077.18,1747668
2019-11-05 13:03:00,3077.26,3076.97,3077.31,3076.92,920089
2019-11-05 13:04:00,3076.97,3077.1,3077.12,3076.74,1019323
2019-11-05 13:05:00,3077.11,3077.46,3077.46,3077.06,1649329
2019-11-05 13:06:00,3077.47,3077.18,3077.59,3077.18,1628377
2019-11-05 13:07:00,3077.22,3077.26,3077.41,3077.14,2550479
2019-11-05 13:08:00,3077.26,3077.18,3077.33,3077.11,1992642
2019-11-05 13:09:00,3077.19,3077.16,3077.38,3077.16,2304233
2019-11-05 13:10:00,3077.16,3077.56,3077.57,3077.12,1634813
2019-11-05 13:11:00,3077.57,3077.62,3077.62,3077.46,2028371
2019-11-05 13:12:00,3077.65,3078.16,3078.16,3077.64,649149
2019-11-05 13:13:00,3078.18,3078.39,3078.46,3078.17,1091185
2019-11-05 13:14:00,3078.6,3078.72,3078.97,3078.58,1951450
2019-11-05 13:15:00,3078.7,3078.87,3079.08,3078.58,1369396
2019-11-05 13:16:00,3078.86,3078.64,3078.86,3078.59,838065
2019-11-05 13:17:00,3078.66,3078.3,3078.66,3078.12,1512720
2019-11-05 13:18:00,3078.28,3078.36,3078.47,3078.28,1563390
2019-11-05 13:19:00,3078.37,3078.43,3078.46,3078.09,1386208
2019-11-05 13:20:00,3078.43,3078.42,3078.45,3078.17,2058900
2019-11-05 13:21:00,3078.43,3077.87,3078.43,3077.87,2385575
2019-11-05 13:22:00,3077.89,3077.83,3077.89,3077.74,1637671
2019-11-05 13:23:00,3077.83,3077.72,3077.9,3077.61,1117887
2019-11-05 13:24:00,3077.74,3078.04,3078.04,3077.74,1788198
2019-11-05 13:25:00,3078.04,3077.99,3078.04,3077.84,642754
2019-11-05 13:26:00,3078.0,3078.34,3078.36,3078.0,1103478
2019-11-05 13:27:00,3078.32,3078.43,3078.47,3078.32,826783
2019-11-05 13:28:00,3078.38,3077.99,3078.4,3077.99,1832477
2019-11-05 13:29:00,3077.99,3077.77,3078.11,3077.77,2240566
2019-11-05 13:30:00,3077.78,3077.27,3077.78,3077.26,1587138
2019-11-05 13:31:00,3077.27,3077.34,3077.51,3077.25,1730380
2019-11-05 13:32:00,3077.35,3077.72,3077.76,3077.28,1841740
2019-11-05 13:33:00,3077.72,3077.97,3078.11,3077.72,2061084
2019-11-05 13:34:00,3077.97,3078.41,3078.45,3077.97,2097737
2019-11-05 13:35:00,3078.46,3078.01,3078.51,3077.97,1028458
2019-11-05 13:36:00,3078.0,3077.2,3078.0,3077.14,1246069
2019-11-05 13:37:00,3077.16,3077.05,3077.17,3076.83,334013
2019-11-05 13:38:00,3077.06,3077.66,3077.68,3077.02,456630
2019-11-05 13:39:00,3077.67,3077.6,3077.7,3077.53,781368
2019-11-05 13:40:00,3077.63,3077.86,3077.86,3077.59,796247
2019-11-05 13:41:00,3077.85,3077.88,3078.1,3077.82,2192947
2019-11-05 13:42:00,3077.89,3077.88,3078.04,3077.87,1511026
2019-11-05 13:43:00,3077.87,3077.92,3077.96,3077.68,529983
2019-11-05 13:44:00,3077.91,3077.89,3078.07,3077.81,1722612
2019-11-05 13:45:00,3077.9,3077.91,3077.95,3077.76,2295531
2019-11-05 13:46:00,3077.93,3077.71,3077.93,3077.66,1177643
2019-11-05 13:47:00,3077.67,3077.56,3077.68,3077.56,1263185
2019-11-05 13:48:00,3077.54,3077.14,3077.56,3077.1,397668
2019-11-05 13:49:00,3077.16,3077.32,3077.32,3077.08,1038526
2019-11-05 13:50:00,3077.35,3077.58,3077.76,3077.35,924137
2019-11-05 13:51:00,3077.59,3077.94,3077.98,3077.48,733708
2019-11-05 13:52:00,3077.93,3078.13,3078.13,3077.71,2704910
2019-11-05 13:53:00,3078.13,3078.08,3078.13,3077.98,2238924
2019-11-05 13:54:00,3078.06,3077.91,3078.06,3077.91,579649
2019-11-05 13:55:00,3077.91,3077.95,3078.1,3077.9,474294
2019-11-05 13:56:00,3077.96,3078.59,3078.7,3077.93,1482172
2019-11-05 13:57:00,3078.53,3078.73,3078.98,3078.51,1067419
2019-11-05 13:58:00,3078.71,3078.75,3078.78,3078.57,1112229
2019-11-05 13:59:00,3078.73,3078.24,3078.73,3078.13,1088431
2019-11-05 14:00:00,3078.21,3078.17,3078.28,3078.01,2196070
2019-11-05 14:01:00,3078.15,3077.88,3078.17,3077.64,1070114
2019-11-05 14:02:00,3077.89,3077.6,3077.89,3077.51,2336738
2019-11-05 14:03:00,3077.6,3077.78,3078.08,3077.59,2093109
2019-11-05 14:04:00,3077.85,3078.11,3078.11,3077.82,1932328
2019-11-05 14:05:00,3078.11,3078.73,3078.74,3078.05,865254
2019-11-05 14:06:00,3078.76,3078.58,3078.82,3078.58,879587
2019-11-05 14:07:00,3078.58,3078.9,3078.9,3078.53,966344
2019-11-05 14:08:00,3078.9,3078.82,3078.92,3078.75,1367912
2019-11-05 14:09:00,3078.81,3079.17,3079.18,3078.79,697195
2019-11-05 14:10:00,3079.16,3079.31,3079.63,3079.14,1346246
2019-11-05 14:11:00,3079.3,3079.37,3079.45,3079.27,2098822
2019-11-05 14:12:00,3079.37,3079.36,3079.4,3079.27,1240538
2019-11-05 14:13:00,3079.37,3079.24,3079.39,3079.2,2408706
2019-11-05 14:14:00,3079.27,3079.23,3079.36,3079.23,1414516
2019-11-05 14:15:00,3079.25,3079.44,3079.44,3079.24,2113407
2019-11-05 14:16:00,3079.45,3079.82,3079.87,3079.39,849675
2019-11-05 14:17:00,3079.8,3079.63,3079.84,3079.58,1192102
2019-11-05 14:18:00,3079.62,3079.41,3079.64,3079.28,2832704
2019-11-05 14:19:00,3079.4,3079.52,3079.61,3079.4,1403134
2019-11-05 14:20:00,3079.51,3078.97,3079.54,3078.97,826051
2019-11-05 14:21:00,3078.97,3078.79,3078.98,3078.77,2253159
2019-11-05 14:22:00,3078.79,3079.03,3079.03,3078.77,1091460
2019-11-05 14:23:00,3079.05,3079.13,3079.23,3079.05,1502689
2019-11-05 14:24:00,3079.13,3079.02,3079.22,3079.02,1309506
2019-11-05 14:25:00,3079.01,3079.0,3079.03,3078.81,665006
2019-11-05 14:26:00,3078.93,3079.04,3079.12,3078.85,1944849
2019-11-05 14:27:00,3079.02,3078.96,3079.07,3078.96,2241429
2019-11-05 14:28:00,3078.91,3079.04,3079.05,3078.76,957808
2019-11-05 14:29:00,3079.05,3079.15,3079.22,3078.9,747203
2019-11-05 14:30:00,3079.15,3079.05,3079.21,3079.04,1726453
2019-11-05 14:31:00,3079.07,3078.82,3079.09,3078.74,2498462
2019-11-05 14:32:00,3078.82,3079.8,3079.88,3078.81,1889186
2019-11-05 14:33:00,3079.77,3079.34,3079.81,3079.26,1636479
2019-11-05 14:34:00,3079.31,3079.15,3079.31,3079.06,2235702
2019-11-05 14:35:00,3079.14,3078.84,3079.42,3078.84,1433518
2019-11-05 14:36:00,3078.83,3078.96,3079.08,3078.82,2262258
2019-11-05 14:37:00,3078.95,3078.6,3079.18,3078.49,760919
2019-11-05 14:38:00,3078.58,3078.51,3078.64,3078.33,1684913
2019-11-05 14:39:00,3078.53,3078.34,3078.59,3078.34,1948812
2019-11-05 14:40:00,3078.32,3078.24,3078.32,3077.97,1130893
