Date,Open,High,Low,Close,Adj Close,Volume,UpperB,LowerB,PercentB
2011-07-01,132.08999599999999,134.100006,131.779999,133.919998,117.16165900000001,202385700,132.3739267196934,125.31607258030661,1.2190568478425539
2011-07-05,133.779999,134.080002,133.389999,133.809998,117.06543700000002,165936000,133.25429658204953,124.91270321795051,1.0666181380097153
2011-07-06,133.490005,134.139999,133.110001,133.970001,117.20542900000001,143331600,134.0409145374349,124.62708466256514,0.9924670895504275
2011-07-07,135.16000400000001,135.699997,134.880005,135.360001,118.42147800000001,170464200,135.0770136969637,124.28498580303634,1.0262218839515378
2011-07-08,133.830002,135.360001,133.389999,134.399994,117.58161899999999,194100500,135.7211098925789,124.14088960742113,0.8859161691188057
2011-07-11,132.75,133.179993,131.66000400000001,131.970001,115.455704,195918600,135.89890982996442,124.40008997003561,0.658320690486167
2011-07-12,131.690002,132.779999,131.360001,131.399994,114.957031,214675700,135.9893777788433,124.67962172115674,0.5942101884925997
2011-07-13,132.08999599999999,133.220001,131.520004,131.83999599999999,115.341949,204062600,136.1324731888082,124.78852521119182,0.6216064109886577
2011-07-14,132.169998,132.779999,130.679993,130.929993,114.54586,226111800,136.09334719306906,125.21865080693101,0.5251955539971873
2011-07-15,131.66000400000001,131.869995,130.770004,131.690002,115.210724,220012800,136.0923832089016,125.65861469109849,0.5780641288533636
2011-07-18,131.080002,131.279999,129.630005,130.610001,114.26588400000001,196872100,135.95415030231615,126.15284739768394,0.45475113315899734
2011-07-19,131.33999599999999,132.889999,131.309998,132.729996,116.120598,166554900,135.99266347859893,126.61733412140117,0.6519943615533818
2011-07-20,133.070007,133.149994,132.419998,132.649994,116.050583,137145400,136.10426882922326,126.82572847077684,0.6277135523715454
2011-07-21,133.399994,134.820007,132.669998,134.490005,117.66033200000001,245246300,136.38720761206548,127.12479038793458,0.7951719765848163
2011-07-22,134.520004,134.720001,133.759995,134.580002,117.73908999999999,126019400,136.5641497206708,127.57584817932934,0.7792522078231626
2011-07-25,133.300003,134.490005,133.16000400000001,133.830002,117.082932,136653800,136.22967583396726,128.61232246603285,0.6849727565391952
2011-07-26,133.740005,133.96000700000002,133.029999,133.330002,116.645531,131278200,135.87592423498452,129.50507406501563,0.60037951496873
2011-07-27,132.58999599999999,132.630005,130.429993,130.600006,114.25714099999999,249020100,135.7497945977982,129.73020420220195,0.14449518000998562
2011-07-28,130.600006,131.770004,130.009995,130.220001,113.92466,207939900,135.8027380472533,129.62726075274682,0.09598290447613791
2011-07-29,128.91000400000001,130.550003,127.970001,129.330002,113.146065,307038400,136.01172707425388,129.15427182574626,0.02562614962627537
2011-08-01,130.83999599999999,130.96000700000002,127.529999,128.779999,112.66488600000001,325790900,136.08718884549828,128.56481015450188,0.028606489295158813
2011-08-02,127.809998,128.5,125.489998,125.489998,109.78656000000001,346653800,136.6841323250937,127.13586667490647,-0.17237357392483005
2011-08-03,125.660004,126.309998,123.529999,126.16999799999999,110.3815,370830800,136.82988375354452,126.2101149464556,-0.0037775724862139206
2011-08-04,124.41999799999999,124.620003,120.059998,120.260002,105.21106699999999,520721800,137.79227068235764,123.73772811764245,-0.24744498809754908
2011-08-05,121.760002,122.07,116.860001,120.08000200000001,105.053574,655619200,138.3241362830501,121.77386331695004,-0.10234642778518344
2011-08-08,116.910004,120.120003,112.019997,112.260002,98.212151,702263900,140.47544135372652,117.65155834627359,-0.2362243245162545
2011-08-09,114.07,117.639999,110.269997,117.480003,102.77892299999999,717828700,140.82909459768317,115.90590600231698,0.06315792987963333
2011-08-10,115.260002,116.279999,111.949997,112.290001,98.23838,662607400,141.64298894372376,113.13701215627634,-0.02971345842985876
2011-08-11,113.260002,118.91999799999999,112.32,117.33000200000001,102.647705,487979700,141.53796538980401,111.88203661019611,0.18370577533724194
2011-08-12,118.400002,119.209999,117.279999,118.120003,103.338837,313731600,141.1392259459608,110.92377615403933,0.23816381670693126
2011-08-15,119.190002,120.739998,119.0,120.620003,105.526009,258810600,140.66292150415637,110.40108079584375,0.3376834311783688
2011-08-16,119.470001,120.690002,118.309998,119.589996,104.62490799999999,294095200,139.83002763448386,109.91997466551629,0.3233033837993065
2011-08-17,120.25,121.199997,118.720001,119.66999799999999,104.694885,238201100,138.88398577837015,109.56801692163,0.34458970562207447
2011-08-18,116.5,119.709999,113.389999,114.510002,100.180588,512956300,137.66131161930525,108.79269078069487,0.1980458731044922
2011-08-19,112.959999,115.879997,112.5,112.639999,98.544586,428281300,136.2630906955994,107.99691140440072,0.1642630066046816
2011-08-22,115.16999799999999,115.230003,112.410004,112.730003,98.623329,275090600,134.67062347703632,107.4793787229638,0.19309981299218726
2011-08-23,113.150002,116.57,112.58000200000001,116.440002,101.869087,331136600,132.67007349693344,107.79092870306664,0.34764351301438357
2011-08-24,116.190002,118.239998,115.91999799999999,118.08000200000001,103.30385600000001,246869700,131.06876626070448,108.14023553929559,0.43351083335764873
2011-08-25,118.730003,119.400002,115.870003,116.279999,101.729088,312365400,129.29916592122078,108.51583567877927,0.3735764783915903
2011-08-26,115.690002,118.510002,113.849998,117.970001,103.207611,314495900,127.50160505247827,109.17739644752179,0.479835432025147
2011-08-29,119.559998,121.43,118.059998,121.360001,106.173401,190977200,125.86388707062649,110.07311462937356,0.7147773430728301
2011-08-30,120.83000200000001,122.43,119.260002,121.68,106.45336200000001,241315700,125.07007074924545,110.4859311507546,0.7675508571245273
2011-08-31,122.459999,123.510002,121.300003,122.220001,106.925789,301828400,124.08723389543358,111.07376830456649,0.856515323885436
2011-09-01,122.290001,123.400002,120.779999,120.940002,105.80596899999999,254585900,124.18696145261909,111.04204074738097,0.7529875207748344
2011-09-02,118.41999799999999,120.870003,117.43,117.849998,103.10260799999999,255517200,123.9742325386014,111.03176926139867,0.5268107463446452
2011-09-06,114.389999,117.160004,114.379997,116.989998,102.350235,285130500,123.7319604580991,111.74704094190098,0.43746285079452957
2011-09-07,118.760002,120.339996,118.360001,120.290001,105.237305,209803200,123.97768583052321,111.78231536947682,0.6976160058194085
2011-09-08,119.57,120.940002,118.769997,119.040001,104.14373,250568200,123.73174559694478,112.70325560305527,0.574579602507297
2011-09-09,117.68,119.059998,115.279999,115.91999799999999,101.41415400000001,380195100,123.74444763447681,112.54955316552318,0.3010698174800966
2011-09-12,114.470001,116.760002,114.050003,116.66999799999999,102.07028199999999,305793500,123.71084658388354,112.43815371611645,0.3754066870733253
2011-09-13,117.050003,118.18,116.220001,117.739998,103.00638599999999,272514700,123.43872324184017,112.42227655815984,0.4827075003882868
2011-09-14,118.339996,120.800003,116.720001,119.370003,104.432426,319389500,123.41463327066009,112.42436722933988,0.6319806767685644
2011-09-15,120.650002,121.470001,119.400002,121.43,106.23463400000001,326777200,123.67435315919344,112.34064754080653,0.8019753437434995
2011-09-16,121.290001,121.970001,120.32,121.519997,106.863403,284528300,123.9809967748974,112.73500342510256,0.7811665276378367
2011-09-19,119.529999,120.93,118.720001,120.309998,105.799347,241517000,123.7332669582951,113.74973314170487,0.657108492725646
2011-09-20,120.82,121.989998,120.010002,120.16999799999999,105.676231,218932200,123.25555836392195,114.971441236078,0.6275329867619808
2011-09-21,120.230003,120.599998,116.440002,116.629997,102.563187,316251300,123.2400366607607,115.00596243923928,0.1972334128973453
2011-09-22,113.25,114.209999,111.300003,112.860001,99.24787099999999,513911300,123.83111168672129,113.89288731327868,-0.1039306695508715
2011-09-23,112.110001,114.160004,112.019997,113.540001,99.84585600000001,307242500,124.12614806734726,113.32385113265269,0.020009620977283708
2011-09-26,114.610001,116.400002,112.980003,116.239998,102.22023,260673700,124.14494518849222,113.13205371150772,0.2822096535671377
2011-09-27,118.529999,119.559998,116.839996,117.540001,103.363449,311753900,123.81984570495878,113.07515319504115,0.41553983986397763
2011-09-28,117.779999,118.489998,114.970001,115.139999,101.252892,286696800,123.46045631116176,112.78054248883818,0.22092467696040702
2011-09-29,117.050003,117.629997,113.93,116.050003,102.053139,298108900,122.85965684761791,112.764342152382,0.32546393518257954
2011-09-30,114.449997,115.449997,113.07,113.150002,99.50293,288392300,122.65277831656046,112.19222068343946,0.09156121022917012
2011-10-03,112.489998,113.949997,109.809998,109.93,96.671288,365136800,123.22936148183048,110.8236377181694,-0.07203430732409467
2011-10-04,108.349998,112.58000200000001,107.43,112.339996,98.790604,459177500,123.34163003068292,110.24636896931699,0.15987669286408476
2011-10-05,112.620003,114.720001,111.58000200000001,114.41999799999999,100.619759,284108000,122.91315905459703,110.08783964540288,0.33778171259356676
2011-10-06,114.360001,116.660004,113.510002,116.489998,102.440071,257800800,122.67348184143012,110.07251655856979,0.5092849077331549
2011-10-07,117.16999799999999,117.25,115.059998,115.709999,101.75415799999999,312657900,122.66685933514526,110.05813916485468,0.44825008080221856
2011-10-10,117.68,119.629997,117.66999799999999,119.58000200000001,105.157372,230666300,122.97447825585272,110.04152064414725,0.7375328708430614
2011-10-11,118.870003,120.040001,118.75,119.699997,105.26291699999999,209088000,123.20905852874489,110.00294027125511,0.734285165381224
2011-10-12,120.599998,122.139999,120.33000200000001,120.75,106.186264,281544900,123.42683576133555,109.92316273866444,0.8017698031608544
2011-10-13,120.040001,120.870003,119.120003,120.510002,105.97522,212538800,123.25581173691606,110.00218696308394,0.7928257526697624
2011-10-14,121.910004,122.599998,121.230003,122.57,107.78674299999999,211397600,123.4857250733218,109.87727392667823,0.9327090891201335
2011-10-17,121.989998,122.550003,119.93,120.230003,105.72898899999998,202311600,123.47283270904086,109.88216679095916,0.7613928759203447
2011-10-18,120.139999,123.5,119.199997,122.58000200000001,107.79556299999999,318857900,123.93117220416548,109.66482769583459,0.9052896694471069
2011-10-19,122.379997,123.08000200000001,120.709999,121.129997,106.52044699999999,226601300,124.41311666278936,109.63288323721069,0.7778709193382837
2011-10-20,121.43,122.099998,119.82,121.660004,106.986526,262075600,124.85737794362795,110.06862225637208,0.7837969595790083
2011-10-21,123.089996,124.120003,122.720001,123.970001,109.01790600000001,278999400,125.67902045127798,110.28997974872209,0.8889456799607958
2011-10-24,124.16999799999999,125.800003,124.059998,125.489998,110.354561,203215600,126.78509141853515,110.10890878146493,0.9223387362251463
2011-10-25,124.889999,124.949997,122.779999,123.050003,108.20886999999999,268596800,127.29522162137158,110.1497787786285,0.7523995932733581
2011-10-26,124.349998,124.769997,122.209999,124.300003,109.30811299999999,289053800,127.92438624786217,110.43661455213788,0.7927475660750809
2011-10-27,127.629997,129.419998,126.610001,128.630005,113.11586799999999,393220200,129.37637442566142,110.24262657433867,0.9609919900972347
2011-10-28,128.0,128.850006,127.800003,128.600006,113.08948500000001,225906500,130.37709130557386,110.78691009442626,0.9092869388792271
2011-10-31,127.160004,128.619995,125.32,125.5,110.36338,228146700,129.99742757873784,112.72357382126228,0.7396395939272381
2011-11-01,122.029999,123.510002,121.519997,122.0,107.2855,416565800,129.36479800977446,114.32220379022566,0.5104037307472244
2011-11-02,123.83000200000001,124.400002,122.790001,123.989998,109.0355,244717600,129.02827263870034,115.61572916129978,0.6243609836426943
2011-11-03,125.269997,126.5,123.599998,126.25,111.02291899999999,291174800,129.1392301067982,116.48077189320189,0.7717549753654108
2011-11-04,125.230003,125.699997,124.010002,125.480003,110.345772,249401600,128.77048060770446,117.82652179229567,0.6993338824455773
2011-11-07,125.389999,126.389999,124.199997,126.260002,111.0317,196617200,128.96244213420658,118.3025602657935,0.746484982895135
2011-11-08,126.91999799999999,128.020004,125.709999,127.879997,112.456322,224426300,129.35623336650752,118.72676903349254,0.8611184608877843
2011-11-09,124.889999,125.800003,122.860001,123.160004,108.30561100000001,337982000,129.2676834093557,119.05631939064438,0.4018742845555232
2011-11-10,124.790001,124.940002,123.019997,124.32,109.32570600000001,231866500,129.16006127658358,119.54494132341651,0.49661977175964983
2011-11-11,125.83000200000001,126.989998,125.790001,126.660004,111.38346100000001,189924400,129.39317784087385,119.72082515912619,0.7174240920689835
2011-11-14,126.190002,127.449997,124.91999799999999,125.459999,110.32818600000002,159258300,129.21516757674667,120.4218350232534,0.5729527396009972
2011-11-15,125.16999799999999,126.75,124.720001,126.08000200000001,110.873383,184709400,129.29255157597922,120.69445102402081,0.6263652004805317
2011-11-16,124.809998,126.339996,123.900002,124.08000200000001,109.11464699999999,235782500,129.06827185091458,121.21373124908547,0.36491895531701235
2011-11-17,123.849998,124.160004,121.230003,122.110001,107.382225,331219600,129.0111498302715,121.31585296972857,0.10319914158781378
2011-11-18,122.5,122.75,121.470001,121.980003,107.26792900000001,215580400,129.13787478589117,120.99012821410892,0.12149062040285681
2011-11-21,120.199997,120.349998,118.650002,119.660004,105.22773000000001,229611600,129.4999219559147,120.04508164408536,-0.04072809602120624
2011-11-22,119.400002,120.099998,118.519997,119.190002,104.814415,216494900,129.88307954607026,119.27592395392982,-0.008100376503713941
2011-11-23,118.07,119.190002,116.559998,116.559998,102.50164000000001,224329100,130.59721423541464,117.78778876458544,-0.09585057248519756
2011-11-25,116.379997,117.699997,116.199997,116.339996,102.308159,99557000,130.5253947917549,116.6306073082452,-0.020915131562112808
2011-11-28,119.540001,120.18,118.82,119.709999,105.27170600000001,210686000,129.8621374428541,116.404863957146,0.24560213080042637
2011-11-29,120.050003,121.0,119.610001,120.050003,105.570702,199241500,129.62742943057515,116.09457226942497,0.29228349072730875
2011-11-30,123.489998,125.220001,120.0,124.989998,109.914864,324439500,129.82875707509973,116.19224442490038,0.6451615453875597
2011-12-01,124.849998,125.639999,124.43,124.970001,109.897278,176954800,129.92134272452978,116.19765907547036,0.6392119017644995
2011-12-02,126.120003,126.5,124.779999,124.860001,109.800575,221109700,129.74307524499395,116.23692665500617,0.6384554625280952
2011-12-05,126.839996,127.18,125.440002,126.220001,110.996544,225263900,129.8453116351248,116.20869006487533,0.7341489153710905
2011-12-06,126.209999,127.110001,125.760002,126.260002,111.0317,178842100,129.8453116351248,116.20869006487533,0.7370822665529752
2011-12-07,125.839996,127.260002,124.970001,126.730003,111.44501499999998,237802500,129.63313376613044,116.30586853386971,0.7821660546604142
2011-12-08,125.900002,126.18,123.650002,123.949997,109.00031299999999,240862800,129.68673875031482,116.33126284968536,0.5704577064120612
2011-12-09,124.510002,126.370003,124.400002,126.050003,110.84703799999998,209111400,129.8885655958236,116.30243630417654,0.7174645910234645
2011-12-12,124.949997,124.970001,123.160004,124.209999,109.228958,215826100,129.58126509951643,116.36473630048376,0.5935947947308555
2011-12-13,124.860001,125.57,122.449997,123.050003,108.20886999999999,245159800,129.35689402351926,116.34810777648087,0.5151822081053028
2011-12-14,122.559998,123.029999,121.470001,121.739998,107.05686200000001,238618800,128.97398772960287,116.29701367039723,0.4293599012021513
2011-12-15,123.029999,123.199997,121.989998,122.18,107.44381000000001,199109200,128.84469103874963,116.23631016125046,0.47140785930385526
2011-12-16,122.230003,122.949997,121.300003,121.589996,107.603096,220481400,128.83044491822324,116.19855578177686,0.4268118695458934
2011-12-19,122.059998,122.32,120.029999,120.290001,106.452629,183903000,128.82083076352924,116.03916973647083,0.33257268007110247
2011-12-20,122.18,124.139999,120.370003,123.93,109.673927,225418100,128.92912896101353,116.35787113898654,0.6023366132660014
2011-12-21,123.93,124.360001,122.75,124.16999799999999,109.886299,194230900,128.9939561133609,116.79104358663918,0.6046879707776741
2011-12-22,124.629997,125.400002,124.230003,125.269997,110.85976399999998,119465400,128.7295709052503,117.92642869474973,0.6797622545514928
2011-12-23,125.66999799999999,126.43,125.410004,126.389999,111.850945,92187200,128.2810261968515,119.37997370314852,0.7875501578954501
2011-12-27,126.16999799999999,126.82,126.059998,126.489998,111.93943,86075700,128.32135695762702,120.017642842373,0.7794530336415618
2011-12-28,126.510002,126.529999,124.730003,124.83000200000001,110.47038300000001,119107100,128.08498829676233,120.73201140323772,0.5573240139474905
2011-12-29,125.239998,126.25,124.860001,126.120003,111.611977,123507200,128.21314917415987,120.7168510258402,0.7207760240127243
2011-12-30,126.019997,126.33000200000001,125.5,125.5,111.063309,95599000,128.26210954916294,120.7208905508371,0.6337316885007407
